stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
15958,,"Den Haag, Statenplein",52.091283000000004,4.2782919999999995,0,,,1.0,
15979,,"Den Haag, Rijswijkseplein",52.073151,4.324967,0,,,0.0,
15982,,"Den Haag, Rijswijkseplein",52.073201,4.32447,0,,,1.0,
15985,,"Den Haag, Weidevogellaan",52.051365999999994,4.384824,0,,,1.0,
15993,,"Den Haag, Leyweg",52.045728999999994,4.278444,0,,,1.0,
15996,,"Den Haag, Loevesteinlaan",52.048464,4.283479,0,,,1.0,
16015,,"Den Haag, Beresteinlaan",52.036654999999996,4.260974,0,,,1.0,
16016,,"Den Haag, Beresteinlaan",52.037123,4.261924,0,,,1.0,
16017,,"Den Haag, Aegonplein",52.090556,4.367047,0,,,1.0,
16018,,"Den Haag, Aegonplein",52.090342,4.367242,0,,,1.0,
16023,,"Den Haag, Nunspeetlaan",52.066734999999994,4.285055000000001,0,,,1.0,
16025,,"Den Haag, Tienhovenselaan",52.0646,4.276882,0,,,1.0,
16026,,"Den Haag, Monstersestraat",52.07297,4.2923849999999995,0,,,1.0,
16028,,"Den Haag, Monstersestraat",52.073093,4.293067,0,,,1.0,
16029,,"Den Haag, Delftselaan",52.068095,4.295946,0,,,1.0,
16032,,"Den Haag, Hardenbroekstraat",52.045157,4.290339,0,,,1.0,
16035,,"Den Haag, Geysterenweg",52.048185,4.296009,0,,,0.0,
16036,,"Den Haag, Geysterenweg",52.048085,4.295909,0,,,1.0,
16037,,"Den Haag, Erasmusplein",52.049814000000005,4.299074,0,,,1.0,
16038,,"Den Haag, Nieuwendamlaan",52.063815999999996,4.262493,0,,,1.0,
16041,,"Den Haag, Laan van Eik en Duinen",52.065509000000006,4.266592,0,,,1.0,
16043,,"Den Haag, Nieuwendamlaan",52.063926,4.262694000000001,0,,,1.0,
16044,,"Den Haag, Laan van Eik en Duinen",52.065409,4.266433999999999,0,,,1.0,
16053,,"Den Haag, Kapelaan Meereboerweg",52.050711,4.238357,0,,,1.0,
16054,,"Den Haag, Burgemeester Hovylaan",52.055356,4.241825,0,,,0.0,
16055,,"Den Haag, Kapelaan Meereboerweg",52.050459000000004,4.23832,0,,,1.0,
16056,,"Den Haag, Forepark",52.070004,4.392764,0,NL:S:31008723,,1.0,
16058,,"Den Haag, Tholensestraat",52.0861,4.255965,0,,,0.0,
